0,0,0,0,1,out
0,0,1,0,1,out
0,0,2,0,1,out
0,0,3,0,1,out
0,0,4,0,1,out
0,0,5,0,1,out
0,0,6,0,1,out
0,0,7,0,1,out
0,0,8,0,1,out
0,0,9,0,1,out
0,0,10,0,1,out
0,0,11,0,1,out
0,0,12,0,1,out
0,0,13,0,1,out
0,0,14,0,1,out
0,0,15,0,1,out
0,0,16,0,1,out
0,0,17,0,1,out
0,0,18,0,1,out
0,0,19,0,1,out
0,1,0,1,0,out
0,1,1,1,0,out
0,1,2,1,0,out
0,1,3,1,0,out
0,1,4,1,0,out
0,1,5,1,0,out
0,1,6,1,0,out
0,1,7,1,0,out
0,1,8,1,0,out
0,1,9,1,0,out
0,1,10,1,0,out
0,1,11,1,0,out
0,1,12,1,0,out
0,1,13,1,0,out
0,1,14,1,0,out
0,1,15,1,0,out
0,1,16,1,0,out
0,1,17,1,0,out
0,1,18,1,0,out
0,1,19,1,0,out
0,2,0,2,4,out
0,2,1,2,4,out
0,2,2,2,4,out
0,2,3,2,4,out
0,2,4,2,4,out
0,2,5,2,4,out
0,2,6,2,4,out
0,2,7,2,4,out
0,2,8,2,4,out
0,2,9,2,4,out
0,2,10,2,4,out
0,2,11,2,4,out
0,2,12,2,4,out
0,2,13,2,4,out
0,2,14,2,4,out
0,2,15,2,4,out
0,2,16,2,4,out
0,2,17,2,4,out
0,2,18,2,4,out
0,2,19,2,4,out
0,3,0,3,0,out
0,3,1,3,0,out
0,3,2,3,0,out
0,3,3,3,0,out
0,3,4,3,0,out
0,3,5,3,0,out
0,3,6,3,0,out
0,3,7,3,0,out
0,3,8,3,0,out
0,3,9,3,0,out
0,3,10,3,0,out
0,3,11,3,0,out
0,3,12,3,0,out
0,3,13,3,0,out
0,3,14,3,0,out
0,3,15,3,0,out
0,3,16,3,0,out
0,3,17,3,0,out
0,3,18,3,0,out
0,3,19,3,0,out
0,4,0,4,4,out
0,4,1,4,4,out
0,4,2,4,4,out
0,4,3,4,4,out
0,4,4,4,4,out
0,4,5,4,4,out
0,4,6,4,4,out
0,4,7,4,4,out
0,4,8,4,4,out
0,4,9,4,4,out
0,4,10,4,4,out
0,4,11,4,4,out
0,4,12,4,4,out
0,4,13,4,4,out
0,4,14,4,4,out
0,4,15,4,4,out
0,4,16,4,4,out
0,4,17,4,4,out
0,4,18,4,4,out
0,4,19,4,4,out
0,5,0,5,2,out
0,5,1,5,2,out
0,5,2,5,2,out
0,5,3,5,2,out
0,5,4,5,2,out
0,5,5,5,2,out
0,5,6,5,2,out
0,5,7,5,2,out
0,5,8,5,2,out
0,5,9,5,2,out
0,5,10,5,2,out
0,5,11,5,2,out
0,5,12,5,2,out
0,5,13,5,2,out
0,5,14,5,2,out
0,5,15,5,2,out
0,5,16,5,2,out
0,5,17,5,2,out
0,5,18,5,2,out
0,5,19,5,2,out
0,6,0,6,3,out
0,6,1,6,3,out
0,6,2,6,3,out
0,6,3,6,3,out
0,6,4,6,3,out
0,6,5,6,3,out
0,6,6,6,3,out
0,6,7,6,3,out
0,6,8,6,3,out
0,6,9,6,3,out
0,6,10,6,3,out
0,6,11,6,3,out
0,6,12,6,3,out
0,6,13,6,3,out
0,6,14,6,3,out
0,6,15,6,3,out
0,6,16,6,3,out
0,6,17,6,3,out
0,6,18,6,3,out
0,6,19,6,3,out
0,7,0,7,0,out
0,7,1,7,0,out
0,7,2,7,0,out
0,7,3,7,0,out
0,7,4,7,0,out
0,7,5,7,0,out
0,7,6,7,0,out
0,7,7,7,0,out
0,7,8,7,0,out
0,7,9,7,0,out
0,7,10,7,0,out
0,7,11,7,0,out
0,7,12,7,0,out
0,7,13,7,0,out
0,7,14,7,0,out
0,7,15,7,0,out
0,7,16,7,0,out
0,7,17,7,0,out
0,7,18,7,0,out
0,7,19,7,0,out
0,8,0,8,3,out
0,8,1,8,3,out
0,8,2,8,3,out
0,8,3,8,3,out
0,8,4,8,3,out
0,8,5,8,3,out
0,8,6,8,3,out
0,8,7,8,3,out
0,8,8,8,3,out
0,8,9,8,3,out
0,8,10,8,3,out
0,8,11,8,3,out
0,8,12,8,3,out
0,8,13,8,3,out
0,8,14,8,3,out
0,8,15,8,3,out
0,8,16,8,3,out
0,8,17,8,3,out
0,8,18,8,3,out
0,8,19,8,3,out
0,9,0,9,2,out
0,9,1,9,2,out
0,9,2,9,2,out
0,9,3,9,2,out
0,9,4,9,2,out
0,9,5,9,2,out
0,9,6,9,2,out
0,9,7,9,2,out
0,9,8,9,2,out
0,9,9,9,2,out
0,9,10,9,2,out
0,9,11,9,2,out
0,9,12,9,2,out
0,9,13,9,2,out
0,9,14,9,2,out
0,9,15,9,2,out
0,9,16,9,2,out
0,9,17,9,2,out
0,9,18,9,2,out
0,9,19,9,2,out
0,10,0,10,3,out
0,10,1,10,3,out
0,10,2,10,3,out
0,10,3,10,3,out
0,10,4,10,3,out
0,10,5,10,3,out
0,10,6,10,3,out
0,10,7,10,3,out
0,10,8,10,3,out
0,10,9,10,3,out
0,10,10,10,3,out
0,10,11,10,3,out
0,10,12,10,3,out
0,10,13,10,3,out
0,10,14,10,3,out
0,10,15,10,3,out
0,10,16,10,3,out
0,10,17,10,3,out
0,10,18,10,3,out
0,10,19,10,3,out
0,11,0,11,1,out
0,11,1,11,1,out
0,11,2,11,1,out
0,11,3,11,1,out
0,11,4,11,1,out
0,11,5,11,1,out
0,11,6,11,1,out
0,11,7,11,1,out
0,11,8,11,1,out
0,11,9,11,1,out
0,11,10,11,1,out
0,11,11,11,1,out
0,11,12,11,1,out
0,11,13,11,1,out
0,11,14,11,1,out
0,11,15,11,1,out
0,11,16,11,1,out
0,11,17,11,1,out
0,11,18,11,1,out
0,11,19,11,1,out
0,12,0,12,0,out
0,12,1,12,0,out
0,12,2,12,0,out
0,12,3,12,0,out
0,12,4,12,0,out
0,12,5,12,0,out
0,12,6,12,0,out
0,12,7,12,0,out
0,12,8,12,0,out
0,12,9,12,0,out
0,12,10,12,0,out
0,12,11,12,0,out
0,12,12,12,0,out
0,12,13,12,0,out
0,12,14,12,0,out
0,12,15,12,0,out
0,12,16,12,0,out
0,12,17,12,0,out
0,12,18,12,0,out
0,12,19,12,0,out
0,13,0,13,3,out
0,13,1,13,3,out
0,13,2,13,3,out
0,13,3,13,3,out
0,13,4,13,3,out
0,13,5,13,3,out
0,13,6,13,3,out
0,13,7,13,3,out
0,13,8,13,3,out
0,13,9,13,3,out
0,13,10,13,3,out
0,13,11,13,3,out
0,13,12,13,3,out
0,13,13,13,3,out
0,13,14,13,3,out
0,13,15,13,3,out
0,13,16,13,3,out
0,13,17,13,3,out
0,13,18,13,3,out
0,13,19,13,3,out
0,14,0,14,3,out
0,14,1,14,3,out
0,14,2,14,3,out
0,14,3,14,3,out
0,14,4,14,3,out
0,14,5,14,3,out
0,14,6,14,3,out
0,14,7,14,3,out
0,14,8,14,3,out
0,14,9,14,3,out
0,14,10,14,3,out
0,14,11,14,3,out
0,14,12,14,3,out
0,14,13,14,3,out
0,14,14,14,3,out
0,14,15,14,3,out
0,14,16,14,3,out
0,14,17,14,3,out
0,14,18,14,3,out
0,14,19,14,3,out
0,15,0,15,4,out
0,15,1,15,4,out
0,15,2,15,4,out
0,15,3,15,4,out
0,15,4,15,4,out
0,15,5,15,4,out
0,15,6,15,4,out
0,15,7,15,4,out
0,15,8,15,4,out
0,15,9,15,4,out
0,15,10,15,4,out
0,15,11,15,4,out
0,15,12,15,4,out
0,15,13,15,4,out
0,15,14,15,4,out
0,15,15,15,4,out
0,15,16,15,4,out
0,15,17,15,4,out
0,15,18,15,4,out
0,15,19,15,4,out
0,16,0,16,0,out
0,16,1,16,0,out
0,16,2,16,0,out
0,16,3,16,0,out
0,16,4,16,0,out
0,16,5,16,0,out
0,16,6,16,0,out
0,16,7,16,0,out
0,16,8,16,0,out
0,16,9,16,0,out
0,16,10,16,0,out
0,16,11,16,0,out
0,16,12,16,0,out
0,16,13,16,0,out
0,16,14,16,0,out
0,16,15,16,0,out
0,16,16,16,0,out
0,16,17,16,0,out
0,16,18,16,0,out
0,16,19,16,0,out
0,17,0,17,1,out
0,17,1,17,1,out
0,17,2,17,1,out
0,17,3,17,1,out
0,17,4,17,1,out
0,17,5,17,1,out
0,17,6,17,1,out
0,17,7,17,1,out
0,17,8,17,1,out
0,17,9,17,1,out
0,17,10,17,1,out
0,17,11,17,1,out
0,17,12,17,1,out
0,17,13,17,1,out
0,17,14,17,1,out
0,17,15,17,1,out
0,17,16,17,1,out
0,17,17,17,1,out
0,17,18,17,1,out
0,17,19,17,1,out
0,18,0,18,3,out
0,18,1,18,3,out
0,18,2,18,3,out
0,18,3,18,3,out
0,18,4,18,3,out
0,18,5,18,3,out
0,18,6,18,3,out
0,18,7,18,3,out
0,18,8,18,3,out
0,18,9,18,3,out
0,18,10,18,3,out
0,18,11,18,3,out
0,18,12,18,3,out
0,18,13,18,3,out
0,18,14,18,3,out
0,18,15,18,3,out
0,18,16,18,3,out
0,18,17,18,3,out
0,18,18,18,3,out
0,18,19,18,3,out
0,19,0,19,2,out
0,19,1,19,2,out
0,19,2,19,2,out
0,19,3,19,2,out
0,19,4,19,2,out
0,19,5,19,2,out
0,19,6,19,2,out
0,19,7,19,2,out
0,19,8,19,2,out
0,19,9,19,2,out
0,19,10,19,2,out
0,19,11,19,2,out
0,19,12,19,2,out
0,19,13,19,2,out
0,19,14,19,2,out
0,19,15,19,2,out
0,19,16,19,2,out
0,19,17,19,2,out
0,19,18,19,2,out
0,19,19,19,2,out
0,0,0,0,1,coming
0,0,1,0,1,coming
0,0,9,0,1,coming
0,1,0,1,0,coming
0,1,1,1,0,coming
0,1,9,1,0,coming
0,2,0,2,4,coming
0,2,1,2,4,coming
0,2,9,2,4,coming
0,3,0,3,0,coming
0,3,1,3,0,coming
0,3,9,3,0,coming
0,4,0,4,4,coming
0,4,1,4,4,coming
0,4,9,4,4,coming
0,5,0,5,2,coming
0,5,1,5,2,coming
0,5,9,5,2,coming
0,6,0,6,3,coming
0,6,1,6,3,coming
0,6,9,6,3,coming
0,7,0,7,0,coming
0,7,1,7,0,coming
0,7,9,7,0,coming
0,8,0,8,3,coming
0,8,1,8,3,coming
0,8,9,8,3,coming
0,9,0,9,2,coming
0,9,1,9,2,coming
0,9,9,9,2,coming
0,10,0,10,3,coming
0,10,1,10,3,coming
0,10,9,10,3,coming
0,11,0,11,1,coming
0,11,1,11,1,coming
0,11,9,11,1,coming
0,12,0,12,0,coming
0,12,1,12,0,coming
0,12,9,12,0,coming
0,13,0,13,3,coming
0,13,1,13,3,coming
0,13,9,13,3,coming
0,14,0,14,3,coming
0,14,1,14,3,coming
0,14,9,14,3,coming
0,15,0,15,4,coming
0,15,1,15,4,coming
0,15,9,15,4,coming
0,16,0,16,0,coming
0,16,1,16,0,coming
0,16,9,16,0,coming
0,17,0,17,1,coming
0,17,1,17,1,coming
0,17,9,17,1,coming
0,18,0,18,3,coming
0,18,1,18,3,coming
0,18,9,18,3,coming
0,19,0,19,2,coming
0,19,1,19,2,coming
0,19,9,19,2,coming
100,0,0,0,1,in
100,0,1,0,1,in
100,0,9,0,1,in
100,1,0,1,0,in
100,1,1,1,0,in
100,1,9,1,0,in
100,2,0,2,4,in
100,2,1,2,4,in
100,2,9,2,4,in
100,3,0,3,0,in
100,3,1,3,0,in
100,3,9,3,0,in
100,4,0,4,4,in
100,4,1,4,4,in
100,4,9,4,4,in
100,5,0,5,2,in
100,5,1,5,2,in
100,5,9,5,2,in
100,6,0,6,3,in
100,6,1,6,3,in
100,6,9,6,3,in
100,7,0,7,0,in
100,7,1,7,0,in
100,7,9,7,0,in
100,8,0,8,3,in
100,8,1,8,3,in
100,8,9,8,3,in
100,9,0,9,2,in
100,9,1,9,2,in
100,9,9,9,2,in
100,10,0,10,3,in
100,10,1,10,3,in
100,10,9,10,3,in
100,11,0,11,1,in
100,11,1,11,1,in
100,11,9,11,1,in
100,12,0,12,0,in
100,12,1,12,0,in
100,12,9,12,0,in
100,13,0,13,3,in
100,13,1,13,3,in
100,13,9,13,3,in
100,14,0,14,3,in
100,14,1,14,3,in
100,14,9,14,3,in
100,15,0,15,4,in
100,15,1,15,4,in
100,15,9,15,4,in
100,16,0,16,0,in
100,16,1,16,0,in
100,16,9,16,0,in
100,17,0,17,1,in
100,17,1,17,1,in
100,17,9,17,1,in
100,18,0,18,3,in
100,18,1,18,3,in
100,18,9,18,3,in
100,19,0,19,2,in
100,19,1,19,2,in
100,19,9,19,2,in
228,0,2,0,1,coming
228,1,2,1,0,coming
228,2,2,2,4,coming
228,3,2,3,0,coming
228,4,2,4,4,coming
228,5,2,5,2,coming
228,7,2,7,0,coming
228,9,2,9,2,coming
228,11,2,11,1,coming
228,12,2,12,0,coming
228,15,2,15,4,coming
228,16,2,16,0,coming
228,17,2,17,1,coming
228,19,2,19,2,coming
229,6,2,6,3,coming
229,8,2,8,3,coming
229,10,2,10,3,coming
229,13,2,13,3,coming
229,14,2,14,3,coming
229,18,2,18,3,coming
328,0,2,0,1,in
328,1,2,1,0,in
328,2,2,2,4,in
328,3,2,3,0,in
328,4,2,4,4,in
328,5,2,5,2,in
328,7,2,7,0,in
328,9,2,9,2,in
328,11,2,11,1,in
328,12,2,12,0,in
328,15,2,15,4,in
328,16,2,16,0,in
328,17,2,17,1,in
328,19,2,19,2,in
329,6,2,6,3,in
329,8,2,8,3,in
329,10,2,10,3,in
329,13,2,13,3,in
329,14,2,14,3,in
329,18,2,18,3,in
356,0,1,0,1,going
356,0,3,0,1,coming
356,1,1,1,0,going
356,1,3,1,0,coming
356,2,1,2,4,going
356,2,3,2,4,coming
356,3,1,3,0,going
356,3,3,3,0,coming
356,4,1,4,4,going
356,4,3,4,4,coming
356,5,1,5,2,going
356,5,3,5,2,coming
356,7,1,7,0,going
356,7,3,7,0,coming
356,9,1,9,2,going
356,9,3,9,2,coming
356,11,1,11,1,going
356,11,3,11,1,coming
356,12,1,12,0,going
356,12,3,12,0,coming
356,15,1,15,4,going
356,15,3,15,4,coming
356,16,1,16,0,going
356,16,3,16,0,coming
356,17,1,17,1,going
356,17,3,17,1,coming
356,19,1,19,2,going
356,19,3,19,2,coming
357,6,1,6,3,going
357,6,3,6,3,coming
357,8,1,8,3,going
357,8,3,8,3,coming
357,10,1,10,3,going
357,10,3,10,3,coming
357,13,1,13,3,going
357,13,3,13,3,coming
357,14,1,14,3,going
357,14,3,14,3,coming
357,18,1,18,3,going
357,18,3,18,3,coming
456,0,1,0,1,out
456,0,3,0,1,in
456,1,1,1,0,out
456,1,3,1,0,in
456,2,1,2,4,out
456,2,3,2,4,in
456,3,1,3,0,out
456,3,3,3,0,in
456,4,1,4,4,out
456,4,3,4,4,in
456,5,1,5,2,out
456,5,3,5,2,in
456,7,1,7,0,out
456,7,3,7,0,in
456,9,1,9,2,out
456,9,3,9,2,in
456,11,1,11,1,out
456,11,3,11,1,in
456,12,1,12,0,out
456,12,3,12,0,in
456,15,1,15,4,out
456,15,3,15,4,in
456,16,1,16,0,out
456,16,3,16,0,in
456,17,1,17,1,out
456,17,3,17,1,in
456,19,1,19,2,out
456,19,3,19,2,in
457,6,1,6,3,out
457,6,3,6,3,in
457,8,1,8,3,out
457,8,3,8,3,in
457,10,1,10,3,out
457,10,3,10,3,in
457,13,1,13,3,out
457,13,3,13,3,in
457,14,1,14,3,out
457,14,3,14,3,in
457,18,1,18,3,out
457,18,3,18,3,in
484,0,2,0,1,going
484,0,4,0,1,coming
484,1,2,1,0,going
484,1,4,1,0,coming
484,2,2,2,4,going
484,2,4,2,4,coming
484,3,2,3,0,going
484,3,4,3,0,coming
484,4,2,4,4,going
484,4,4,4,4,coming
484,5,2,5,2,going
484,5,4,5,2,coming
484,7,2,7,0,going
484,7,4,7,0,coming
484,9,2,9,2,going
484,9,4,9,2,coming
484,11,2,11,1,going
484,11,4,11,1,coming
484,12,2,12,0,going
484,12,4,12,0,coming
484,15,2,15,4,going
484,15,4,15,4,coming
484,16,2,16,0,going
484,16,4,16,0,coming
484,17,2,17,1,going
484,17,4,17,1,coming
484,19,2,19,2,going
